"astro-ph/0012419","Michael T. Murphy","M. T. Murphy (UNSW), J. K. Webb (UNSW), V. V. Flambaum (UNSW), V. A.
  Dzuba (UNSW), C. W. Churchill (PSU), J. X. Prochaska (OCIW), J. D. Barrow
  (DAMTP), A. M. Wolfe (UCSD)","Possible evidence for a variable fine structure constant from QSO
  absorption lines: motivations, analysis and results","17 pages, 3 figures, MNRAS in press, corrected small typos and added
  an acknowledgment","Mon.Not.Roy.Astron.Soc.327:1208,2001","10.1046/j.1365-8711.2001.04840.x",,"astro-ph gr-qc hep-th nucl-th physics.atom-ph",,"  An experimental search for variation in the fundamental coupling constants is
strongly motivated by modern high-energy physics theories. Comparison of quasar
absorption line spectra with laboratory spectra provides a sensitive probe for
variability of the fine structure constant, alpha, over cosmological
time-scales. We have previously developed and applied a new method providing an
order of magnitude gain in precision over previous optical astrophysical
constraints. Here we extend that work by including new quasar spectra of damped
Lyman-alpha absorption systems. We also re-analyse our previous lower redshift
data and confirm our initial results. The constraints on alpha come from
simultaneous fitting of absorption lines of subsets of the following species:
Mg I, Mg II, Al II, Al III, Si II, Cr II, Fe II, Ni II and Zn II. We present a
detailed description of our methods and results based on an analysis of 49
quasar absorption systems (towards 28 QSOs) covering the redshift range 0.5 < z
< 3.5. There is statistical evidence for a smaller alpha at earlier epochs:
da/a = (-0.72 +/- 0.18) * 10^{-5}. The new and original samples are independent
but separately yield consistent and significant non-zero values of da/a. We
summarise the results of a thorough investigation of systematic effects
published in a companion paper. The value we quote above is the raw value, not
corrected for any of these systematic effects. The only significant systematic
effects so far identified, if removed from our data, would lead to a more
significant deviation of da/a from zero.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 22:50:04 GMT""},{""version"":""v2"",""created"":""Thu, 28 Dec 2000 22:59:05 GMT""},{""version"":""v3"",""created"":""Fri, 19 Jan 2001 02:18:10 GMT""},{""version"":""v4"",""created"":""Sun, 22 Jul 2001 06:36:20 GMT""},{""version"":""v5"",""created"":""Tue, 4 Sep 2001 06:18:42 GMT""}]","2008-11-26"
"hep-th/0012194","Ansar Fayyazuddin","Bj\""orn Brinne, Ansar Fayyazuddin, Tasneem Zehra Husain, Douglas J.
  Smith","N=1 M5-brane geometries","11 pages; v2: references added; v3: minor corrections and
  clarification of some points","JHEP 0103:052,2001","10.1088/1126-6708/2001/03/052","DTP/00/111, USITP-00-19","hep-th",,"  We describe how to construct solutions to 11-dimensional supergravity
corresponding to M5-branes wrapped on holomorphic 2-cycles embedded in C^3.
These solutions preserve N=1 supersymmetry in four dimensions. In the
near-horizon limit they are expected to be dual to N=1 large N gauge theories
in four dimensions by Maldacena's duality.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 17:28:06 GMT""},{""version"":""v2"",""created"":""Fri, 2 Feb 2001 15:06:32 GMT""},{""version"":""v3"",""created"":""Wed, 14 Mar 2001 14:30:28 GMT""}]","2010-02-03"
"hep-th/0012195","Jerome P. Gauntlett","Jerome P. Gauntlett, Nakwoo Kim and Daniel Waldram","M-Fivebranes Wrapped on Supersymmetric Cycles","26 pages, 6 figures. Exact solutions for certain BPS equations and
  central charges for certain AdS fixed points presented. Typos corrected.
  Version to appear in PRD","Phys.Rev. D63 (2001) 126001","10.1103/PhysRevD.63.126001","QMW-PH-00-16","hep-th",,"  We construct supergravity solutions dual to the twisted field theories
arising when M-theory fivebranes wrap general supersymmetric cycles. The
solutions are constructed in maximal D=7 gauged supergravity and then uplifted
to D=11. Our analysis covers Kahler, special Lagrangian and exceptional
calibrated cycles. The metric on the cycles are Einstein, but do not
necessarily have constant curvature. We find many new examples of AdS/CFT
duality, corresponding to the IR superconformal fixed points of the twisted
field theories.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 19:43:01 GMT""},{""version"":""v2"",""created"":""Thu, 24 May 2001 15:43:21 GMT""}]","2009-10-31"
"hep-th/0012196","Nelson R. F. Braga","Henrique Boschi-Filho and Nelson R. F. Braga","Field spectrum and degrees of freedom in AdS/CFT correspondence and
  Randall Sundrum model","We included a new section comparing the physical settings of the
  present article with those from D-brane formulation of black p-branes. We
  also added related references. Version to be published in Nucl. Phys. B","Nucl.Phys.B608:319-332,2001","10.1016/S0550-3213(01)00274-7",,"hep-th",,"  Compactified AdS space can not be mapped into just one Poincare coordinate
chart. This implies that the bulk field spectrum is discrete despite the
infinite range of the coordinates. We discuss here why this discretization of
the field spectrum seems to be a necessary ingredient for the holographic
mapping. For the Randall Sundrum model we show that this discretization appears
even without the second brane.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 20:32:28 GMT""},{""version"":""v2"",""created"":""Fri, 8 Jun 2001 15:50:54 GMT""}]","2008-11-26"
"hep-th/0012197","Silvio Paolo Sorella","V.E.R. Lemes, N. Maggiore, M.S. Sarandy, S.P. Sorella, A. Tanzini,
  O.S. Ventura","Nonrenormalization theorems for N=2 Super Yang-Mills","3 pages, contribution to SUSY 2000 Encyclopedia",,,,"hep-th",,"  The BRST algebraic proofs of the the nonrenormalization theorems for the beta
functions of N=2 and N=4 Super Yang-Mills theories are reviewed.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 20:45:03 GMT""}]","2007-05-23"
"hep-th/0012198","Finn Larsen","Per Kraus and Finn Larsen","Boundary String Field Theory of the DDbar System","38 pages, harvmac. v2: added references","Phys.Rev. D63 (2001) 106004","10.1103/PhysRevD.63.106004","EFI-00-52","hep-th",,"  We develop the boundary string field theory approach to tachyon condensation
on the DDbar system. Particular attention is paid to the gauge fields, which
combine with the tachyons in a natural way. We derive the RR-couplings of the
system and express the result in terms of Quillen's superconnection. The result
is related to an index theorem, and is thus shown to be exact.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 21:07:54 GMT""},{""version"":""v2"",""created"":""Mon, 22 Jan 2001 16:58:03 GMT""}]","2009-10-31"
"hep-th/0012199","Olaf Lechtenfeld","E. Ivanov, S. Krivonos, O. Lechtenfeld, B. Zupnik","Partial spontaneous breaking of two-dimensional supersymmetry","32 pages, version published in Nucl. Phys. B","Nucl.Phys. B600 (2001) 235-271","10.1016/S0550-3213(01)00069-4",,"hep-th",,"  We construct low-energy Goldstone superfield actions describing various
patterns of the partial spontaneous breakdown of two-dimensional N=(1,1),
N=(2,0) and N=(2,2) supersymmetries, with the main focus on the last case.
These nonlinear actions admit a representation in the superspace of the
unbroken supersymmetry as well as in a superspace of the full supersymmetry.
The natural setup for implementing the partial breaking in a self-consistent
way is provided by the appropriate central extensions of D=2 supersymmetries,
with the central charges generating shift symmetries on the Goldstone
superfields. The Goldstone superfield actions can be interpreted as manifestly
world-sheet supersymmetric actions in the static gauge of some superstrings and
D1-branes in D=3 and D=4 Minkowski spaces. As an essentially new example, we
elaborate on the action representing the 1/4 partial breaking pattern N=(2,2)
-> N=(1,0).
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 21:40:17 GMT""},{""version"":""v2"",""created"":""Sun, 4 Mar 2001 18:56:56 GMT""}]","2009-10-31"
"hep-th/0012200","Olaf Lechtenfeld","Olaf Lechtenfeld, Alexander D. Popov, Bernd Spendig","Open N=2 strings in a B-field background and noncommutative self-dual
  Yang-Mills","10 pages, no figures, LaTeX","Phys.Lett. B507 (2001) 317-326","10.1016/S0370-2693(01)00454-3",,"hep-th",,"  In the presence of D-branes, fermionic N=2 strings in 2+2 dimensions can be
coupled to a K""ahler NS-NS two-form B. We present the corresponding action
which produces N=2 supersymmetric boundary conditions and discuss the
Seiberg-Witten zero-slope limit. After recalling the constraints on the
Chan-Paton gauge group, we demonstrate for U(n) groups that the open N=2 string
with a nonzero B-field coincides on tree level with noncommutative self-dual
Yang-Mills. Several misconceptions of hep-th/0011206 are corrected.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 21:44:58 GMT""}]","2009-10-31"
"hep-th/0012201","Matteo Bertolini","M. Bertolini and M. Trigiante","How much can supergravity teach us about microscopic features of BPS
  black holes?","17 pages, latex. To appear in the proceedings of the IX Marcel
  Grossman Meeting (Rome, July 2000), the TMR conference ""Integrability
  Nonperturbative Effects And Symmetry In Quantum Field Theory"" (Paris,
  September 2000) and the RTN conference ``The Quantum Structure of Spacetime
  and the Geometric Nature of Fundamental Interactions'' (Berlin, October 2000)",,,"NORDITA-2000/125 HE, SPIN-2000/36","hep-th",,"  We review recent results in the study of regular four dimensional BPS black
holes in toroidally compactified type II (or M) theory. We discuss the
generating solution for this kind of black holes, its microscopic
description(s), and compute the corresponding microscopic entropy. These
achievements, which provide a description of the fundamental degrees of freedom
accounting for the entropy of any regular BPS black hole in the theory under
consideration, are inscribed within a research project aimed to the study of
the microscopic properties of this kind of solutions in relation to U--duality
invariants computed on the corresponding macroscopic (supergravity)
description.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 22:46:09 GMT""}]","2007-05-23"
"hep-th/0012204","Aharon Nudelman","Aharon Nudelman","Strings as Physical Lines in Vacuum: Basic Concepts for the Computation
  of the Planck Length and the Planck Mass","14 pages",,,,"hep-th",,"  Certain linear objects, termed physical lines, are considered, and initial
assumptions concerning their properties are introduced. A closed physical line
in the form of a circle, termed J-string, is singled out for investigation. It
is shown that this curve consists of indivisible line segments of length
$\ell_\Delta$. It is assumed that a J-string has an angular momentum whose
value is $\hbar$.It is then established that a J-string of radius $R$ possesses
a mass $m_J$, equal to $h/2\pi c R$, a corresponding energy, as well as a
charge $q_J$, where $q_J = (hc/2\pi)^{1/2}$. It is also established that
$\ell_\Delta = 2\pi(hG/c^3)^{1/2}$, where $c$ is the speed of light and $G$ is
the gravitational constant. % Based upon investigation of the properties and
characteristics of J-strings, a method is developed for the computation of the
Planck length and mass $(\ell^*_P, m^*_P)$. The values of $\ell^*_P$ and
$m^*_P$ are computed according to the resulting formulae (and given in the
paper); these values differ from the currently accepted ones.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 03:10:41 GMT""}]","2007-05-23"
"hep-th/0012205","Peter Jarvis","P D Jarvis, K S Fienberg (School of Mathematics and Physics,
  University of Tasmania)","On schizosymmetric superfields and sl(2/1,C)_R supersymmetry","8 pages, LaTeX","J.Phys.A34:3823-3830,2001","10.1088/0305-4470/34/18/310","UTAS-PHYS-00-16","hep-th",,"  Superfield expansions over four-dimensional graded spacetime
$(x^\mu,\theta^\nu)$, with Minkowski coordinates $x$ extended by vector
Grassmann variables $\theta$, are investigated. By appropriate identification
of the physical Lorentz algebra in the even and odd parts of the superfield, a
typology of `schizofields' containing both integer and half-integer spin fields
is established. For two of these types, identified as `gauge potential'-like
and `field strength'-like schizofields, an $sl(2/1,{\mathbb C})_{\mathbb R}$
supersymmetry at the component field level is demonstrated. Prospects for a
schizofield calculus, and application of these types of fields to the particle
spectrum, are adumbrated.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 04:58:42 GMT""}]","2008-11-26"
"hep-th/0012206","Stuart Corney","S P Corney, P D Jarvis, I Tsohantjis and D S McAnally","Generalised scalar particle quantisation in 1+1 dimensions and
  $D(2,1;\alpha)$","16 pages, no figures","J.Phys.A34:4115-4128,2001","10.1088/0305-4470/34/19/310","UTAS-PHYS-00-15","hep-th",,"  The exceptional superalgebra $\D21a$ has been classified as a candidate
conformal supersymmetry algera in two dimensions. We propose an alternative
interpretation of it as an extended BFV-BRST quantisation superalgebra in 2D
($D(2,1;1) \simeq osp(2,2|2)$). A superfield realization is presented wherein
the standard extended phase space coordinates can be identified. The physical
states are studied via the cohomology of the BRST operator. Finally we reverse
engineer a classical action corresponding to the algebraic model we have
constructed, and identify the Lagrangian equations of motion.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 05:42:05 GMT""}]","2008-11-26"
"hep-th/0012207","Sandor Nagy","S. Nagy, K. Sailer","Response of an electron system to a periodic potential","5 pages, 1 figure",,"10.1080/13642810108208571",,"hep-th",,"  We give a quantum field theoretical treatment of a one dimensional electron
system with a fixed chemical potential $\mu$. The non-perturbative Lindhard
response function is found for an electron system in a sinusoidal potential.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 10:09:34 GMT""}]","2017-02-08"
"hep-th/0012208","Istvan Nandori","I. Nandori, J. Polonyi, K. Sailer","Wave-function renormalization for the Coulomb-gas in Wegner-Houghton's
  RG method","4 pages, 2 figures","Phil.Mag. B81 (2001) 1615","10.1080/13642810110043655",,"hep-th",,"  The RG flow for the sine-Gordon model is determined by means of the method of
Wegner and Houghton in next-to-leading order of the derivative expansion. For
small values of the fugacity this agrees with the well-known RG flow of the
two-dimensional Coulomb-gas found in the dilute gas approximation and a
systematic way of obtaining higher-order corrections to this approximation is
given.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 10:10:25 GMT""}]","2009-10-31"
"hep-th/0012209","Jan Naudts","Jan Naudts and Maciej Kuna","Model of a quantum particle in spacetime","revtex, 8 pages","J.Phys.A34:4227-4240,2001","10.1088/0305-4470/34/19/318",,"hep-th math-ph math.MP",,"  Doplicher, Fredenhagen, and Roberts (1994, 1995) proposed a simple model of a
particle in quantum spacetime. We give a new formulation of the model and
propose some small changes and additions which improve the physical
interpretation. In particular, we show that the internal degrees of freedom e
and m of the particle represent external forces acting on the particle. To
obtain this result we follow a constructive approach. The model is formulated
as a covariance system. It has projective representations in which not only the
spacetime coordinates but also the conjugated momenta are two-by-two
noncommuting. These momenta are of the form P_mu-(b/c)A_mu, where b is the
charge of the particle. The electric and magnetic fields obtained from the
vector potential A_mu coincide with the variables e and m postulated by DFR.
Similarly, the spacetime position operators are of the form Q_mu-(al^2/hbar c)
Omega_mu where a is a generalized charge, l a fundamental length, and with
vector potentials Omega_mu which are in some sense dual w.r.t. the A_mu.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 11:50:36 GMT""}]","2008-11-26"
"hep-th/0012211","Bain Pascal","P. Bain","Taming the supergravity description of non-BPS D-branes: the D/Dbar
  solution","21 pages, Latex, uses JHEP.cls. Substantial revision; in particular,
  clarification of the two T-dual descriptions in section 2 and improved
  discussion of the enhancon mechanism in section 4. Published version","JHEP 0104 (2001) 014","10.1088/1126-6708/2001/04/014","DAMTP-2000-140","hep-th",,"  We obtain the supergravity solution which describes a bound state of
D-string/anti-D-string pairs attached to different fixed planes of an orbifold,
in type IIB string theory compactified on T^4/Z_2. For parameters at which the
conformal field theory point of view predicts stability, the solution displays
a repulson-like singularity. However, we observe that a D-string/anti-D-string
pair probe in this background becomes tensionless before reaching the
singularity, suggesting a resolution by the enhancon mechanism. Moreover, the
force feels by this probe is attractive, in contrast to the repulsive behaviour
observed in the non-BPS D-brane description.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 13:39:01 GMT""},{""version"":""v2"",""created"":""Fri, 18 May 2001 08:58:10 GMT""}]","2009-10-31"
"hep-th/0012212","J. Fernando Barbero G.","J. Fernando Barbero G. and Eduardo J. S. Villase\~nor","Quadratic s-Form Field Actions with Semi-bounded Energy","1+35 papes in (DIN A4 format)","Nucl.Phys.B600:423-449,2001","10.1016/S0550-3213(01)00059-1",,"hep-th gr-qc",,"  We give in this paper a partial classification of the consistent quadratic
gauge actions that can be written in terms of s-form fields. This provides a
starting point to study the uniqueness of the Yang-Mills action as a
deformation of Maxwell-like theories. We also show that it is impossible to
write kinetic 1-form terms that can be consistently added to other 1-form
actions such as tetrad gravity in four space-time dimensions even in the
presence of a Minkowskian metric background.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 14:45:32 GMT""}]","2008-11-26"
"math/0012196","Bjorn Andreas","Bjorn Andreas, Gottfried Curio, Daniel Hernandez Ruiperez and
  Shing-Tung Yau","Fourier-Mukai Transform and Mirror Symmetry for D-Branes on Elliptic
  Calabi-Yau","47p, harvmac",,,,"math.AG hep-th",,"  Fibrewise T-duality (Fourier-Mukai transform) for D-branes on an elliptic
Calabi-Yau three-fold $X$ is seen to have an expected adiabatic form for its
induced cohomology operation only when an appropriately twisted operation resp.
twisted charge is defined. Some differences with the case of $K3$ as well as
connections with the spectral cover construction for bundles on $X$ are pointed
out. In the context of mirror symmetry Kontsevich's association of line bundle
twists (resp. a certain 'diagonal' operation) with monodromies (esp. the
conifold monodromy) is made explicit and checked for two example models.
Interpreting this association as a relation between FM transforms and
monodromies, we express the fibrewise FM transform through known monodromies.
The operation of fibrewise duality as well as the notion of a certain index
relevant to the computation of the moduli space of the bundle is transported to
the sLag side. Finally the moduli space for D4-branes and its behaviour under
the FM transform is considered with an application to the spectral cover.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 18:28:50 GMT""}]","2007-05-23"
"math/0012198","Patrick Brosnan","Prakash Belkale, Patrick Brosnan","Matroids, motives and conjecture of Kontsevich",,,,,"math.AG math.CO",,"  Let G be a finite connected graph. The Kirchhoff polynomial of G is a certain
homogeneous polynomial whose degree is equal to the first betti number of G.
These polynomials appear in the study of electrical circuits and in the
evaluation of Feynman amplitudes. Motivated by work of D. Kreimer and D. J.
Broadhurst associating multiple zeta values to certain Feynman integrals,
Kontsevich conjectured that the number of zeros of a Kirchhoff polynomial over
the field with q elements is always a polynomial function of q. We show that
this conjecture is false by relating the schemes defined by Kirchhoff
polynomials to the representation spaces of matroids. Moreover, using Mnev's
universality theorem, we show that these schemes essentially generate all
arithmetic of schemes of finite type over the integers.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 19:42:12 GMT""}]","2007-05-23"
"math/0012203","Partha Sarathi Chakraborty","Partha Sarathi Chakraborty, Debashish Goswami and Kalyan B. Sinha","Probability and Geometry on some Noncommutative Manifolds","To appear in Journal of Operator Theory",,,,"math.OA math.DG",,"  In a noncommutative torus, effect of perturbation by inner derivation on the
associated quantum stochastic process and geometric parameters like volume and
scalar curvature have been studied. Cohomological calculations show that the
above perturbation produces new spectral triples. Also for the Weyl
C^*-algebra, the Laplacian associated with a natural stochastic process is
obtained and associated volume form is calculated. Keywords: noncommutative
torus, Laplacian, Dixmier trace, quantum stochastic process.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 16:11:45 GMT""},{""version"":""v2"",""created"":""Thu, 1 Nov 2001 10:01:10 GMT""}]","2007-05-23"
"math/0012204","Michael Joswig","Michael Joswig, Volker Kaibel, and Friederike K""orner","On the k-Systems of a Simple Polytope","8 pages, 3 figures, LaTeX 2e",,,,"math.CO math.MG",,"  A k-system of the graph G(P) of a simple polytope P is a set of induced
subgraphs of G(P) that shares certain properties with the set of subgraphs
induced by the k-faces of P.
  This new concept leads to polynomial-size certificates in terms of G(P) for
both the set of vertex sets of facets as well as for abstract objective
functions (AOF) in the sense of Kalai.
  Moreover, it is proved that an acyclic orientation yields an AOF if and only
if it induces a unique sink on every 2-face.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 17:04:27 GMT""},{""version"":""v2"",""created"":""Wed, 27 Jun 2001 15:01:12 GMT""}]","2007-05-23"
"math/0012205","Jesus Araujo","Jesus Araujo (University of Cantabria)","Automatic continuity and weighted composition operators between spaces
  of vector-valued differentiable functions","25 pages (AMS LaTeX). No figures. Changes with respect to the first
  version: one reference added and changes in the introduction",,,,"math.FA",,"  It is proved that every linear biseparating map between spaces of
vector-valued differentiable functions is a weighted composition map. As a
consequence, such a map is always continuous.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 17:03:06 GMT""},{""version"":""v2"",""created"":""Fri, 19 Jan 2001 12:49:07 GMT""}]","2007-05-23"
"math/0012206","Neretin Yurii.A.","Yurii A. Neretin","Geometry of GL_n(C) on infinity: complete collineations, projective
  compactifications, and universal boundary","24 pages, corrected variant","The orbit method in geometry and physics (Marseille, 2000)',
  Progr. Math., 213, Birkhaser, p. 297-327","10.1007/978-1-4612-0029-1_13","ESI-971","math.RT math.AG math.DG math.RA",,"  Consider a finite dimensional (generally reducible) polynomial representation
\rho of GL_n. A projective compactification of GL_n is the closure of
\rho(GL_n) in the space of all operators defined up to a factor (this class of
spaces can be characterized as equivariant projective normal compactifications
of GL_n). We give an expicit description for all projective compactifications.
We also construct explicitly (in elementary geometrical terms) a universal
object for all projective compactifications of GL_n.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 18:29:10 GMT""},{""version"":""v2"",""created"":""Fri, 11 Jan 2002 13:45:21 GMT""}]","2013-01-15"
"math/0012207","Khor","S.Khoroshkin, A.Stolin and V.Tolstoy","Q-power function over Q-commuting variables and deformed XXX, XXZ chains","LaTeX, 12 pages",,"10.1134/1.1432921",,"math.QA",,"  We find certain functional identities for the Gauss q-power function of a sum
of q-commuting variables. Then we use these identities to obtain two-parameter
twists of the quantum affine algebra U_q (\hat{sl}_2) and of the Yangian
Y(sl_2). We determine the corresponding deformed trigonometric and rational
quantum R-matrices, which then are used in the computation of deformed XXX and
XXZ Hamiltonians.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 20:27:49 GMT""}]","2009-10-31"
"math/0012208","Anvar Mavlyutov","Anvar R. Mavlyutov","The Hodge structure of semiample hypersurfaces and a generalization of
  the monomial-divisor mirror map","To appear in Advances in Algebraic Geometry Motivated by Physics (ed.
  E. Previato), Contemporary Mathematics",,,,"math.AG hep-th math-ph math.MP",,"  We solved the long-standing problem of describing the cohomology ring of
semiample hypersurfaces in complete simplicial toric varieties. Also, the
monomial-divisor mirror map is generalized to a map between the whole Picard
group and the space of infinitesimal deformations for a mirror pair of
Calabi-Yau hypersurfaces. This map is compatible with certain vanishing
limiting products of the subrings of the chiral rings, on which the ring
structure is related to a product of the roots of $A$-type Lie algebra.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 20:28:07 GMT""}]","2007-05-23"
"math/0012209","Judith Beumer","Stephen J. Wright","Constraint Identification and Algorithm Stabilization for Degenerate
  Nonlinear Programs","21 pages",,,"ANL/MCS-P865-1200","math.OC math.NA",,"  In the vicinity of a solution of a nonlinear programming problem at which
both strict complementarity and linear independence of the active constraints
may fail to hold, we describe a technique for distinguishing weakly active from
strongly active constraints. We show that this information can be used to
modify the sequential quadratic programming algorithm so that it exhibits
superlinear convergence to the solution under assumptions weaker than those
made in previous analyses.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 20:30:11 GMT""}]","2007-05-23"
"math/0012210","Tyler J. Jarvis","Tyler J. Jarvis, Takashi Kimura, Arkady Vaintrob","Stable Spin Maps, Gromov-Witten Invariants, and Quantum Cohomology","37 pages, 4 figures. AMSLaTeX 2.0. Uses Paul Taylor's diagrams.tex","Commun. Math. Phys. 259(3), 511--543 (2005).","10.1007/s00220-005-1389-3",,"math.AG math.DG math.QA",,"  We introduce the stack of r-spin maps. These are stable maps into a variety V
from n-pointed algebraic curves of genus g, with the additional data of an
r-spin structure on the curve.
  We prove that this stack is a Deligne-Mumford stack, and we define analogs of
the Gromov-Witten classes associated to these spaces. We show that these
classes yield a cohomological field theory (CohFT) that is the tensor product
of the CohFT associated to the usual Gromov-Witten invariants of V and the
r-spin CohFT. When r=2, our construction gives the usual Gromov-Witten
invariants of V.
  Restricting to genus zero, we obtain the notion of an r-spin quantum
cohomology of V, whose Frobenius structure is isomorphic to the tensor product
of the Frobenius manifolds corresponding to the quantum cohomology of V and the
r-th Gelfand-Dickey hierarchy (or, equivalently, the A_{r-1} singularity). We
also prove a generalization of the descent property which, in particular,
explains the appearance of the psi-classes in the definition of gravitational
descendants. Finally, we compute the small phase space potential function when
r=3 and V=CP^1.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 21:20:46 GMT""}]","2007-05-23"
"math/0012211","Margarida Mendes Lopes","Ciro Ciliberto and Margarida Mendes Lopes","On surfaces with $p_g=q=2$ and non-birational bicanonical map","To appear in Advances in Geometry, Latex 2e, 26 pages, title and
  introduction changed, minor corrections",,,,"math.AG",,"  This paper is devoted to the classification of irregular surfaces of general
type with $p_g=q=2$ and non birational bicanonical map. The main result is
that, if $S$ is such a surface and if $S$ is minimal with no pencil of curves
of genus 2, then $S$ is a double cover of a principally polarized abelian
surface $(A,\Theta)$, with $\Theta$ irreducible. The double cover $S\to A$ is
branched along a divisor $B\in |2\Theta|$, having at most double points and so
$K_S^2=4$.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 08:46:33 GMT""},{""version"":""v2"",""created"":""Wed, 5 Dec 2001 13:04:19 GMT""}]","2007-05-23"
"math/0012212","Ivelina Bobtcheva","Ivelina Bobtcheva (Universita' di Ancona), Frank Quinn (Virginia
  Polytechnic Institute and State University)","Relation between quantum invariants of 3-manifolds and 2-dimensional
  CW-complexes","16 pages, Latex",,,"5-12-00","math.GT math.QA",,"  We show that the Reshetikhin-Turaev-Walker invariant of 3-manifolds can be
normalized to obtain an invariant of 4-dimensional thickenings of 2-complexes.
Moreover when the underlying semisimple tortile category comes from the
representations of a quantum group at a primitive prime root of unity, the
0-term in the Ohtsuki expansion of this invariant depends only on the spine and
is the mod p invariant of 2-complexes defined previously from the second
author. As a consequence it is shown that when the Euler characteristic is
greater or equal to 1, the 2-complex invariant depends only on homology. The
last statement doesn't hold for the negative Euler characteristic case.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 09:55:55 GMT""}]","2007-05-23"
"math/0012213","Michael Atiyah","Michael Atiyah","K-Theory Past and Present",,,,,"math.KT",,"  A brief account of K-theory written in honour of Friedrich Hirzebruch
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 10:28:49 GMT""}]","2007-05-23"
"math/0012214","Metod Saniga","Metod Saniga","A Note on a Specific Pencil of Conics in the Galois Fields of Order 2^n","2 pages, no figures",,,,"math.AG",,"  The pencil of conics featuring three degenerate conics each of which is a
line-pair is briefly inspected in a Galois field of characteristic two. It is
shown that if two degenerates are conjugate imaginary line pairs, the third
must be a real line pair; this contradicts Campbell's claim (Campbell 1927)
that all the three singular conics are conjugate imaginary line pairs.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 10:39:28 GMT""}]","2007-05-23"
"math/0012215","Michael Atiyah","Michael Atiyah","Equivariant Cohomology and Representations of the Symmetric Group",,,,,"math.AT",,"  A cohomological study is made of an equivariant map betwen the configuration
space of n points in space and the flag manifold of U(n).
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 10:59:25 GMT""}]","2007-05-23"
"math/0012216","Yasushi Kasahara","Yasushi Kasahara","An expansion of the Jones representation of genus 2 and the Torelli
  group","Published by Algebraic and Geometric Topology at
  http://www.maths.warwick.ac.uk/agt/AGTVol1/agt-1-3.abs.html","Algebr. Geom. Topol. 1 (2001) 39-55","10.2140/agt.2001.1.39",,"math.GT math.AT",,"  We study the algebraic property of the representation of the mapping class
group of a closed oriented surface of genus 2 constructed by VFR Jones [Annals
of Math. 126 (1987) 335-388]. It arises from the Iwahori-Hecke algebra
representations of Artin's braid group of 6 strings, and is defined over
integral Laurent polynomials Z[t, t^{-1}]. We substitute the parameter t with
-e^{h}, and then expand the powers e^h in their Taylor series. This expansion
naturally induces a filtration on the Torelli group which is coarser than its
lower central series. We present some results on the structure of the
associated graded quotients, which include that the second Johnson homomorphism
factors through the representation. As an application, we also discuss the
relation with the Casson invariant of homology 3-spheres.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 13:06:04 GMT""}]","2014-10-01"
